m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[70.70495667403706, 205.60751438631024, 279.1653949972538, 333.9783164161802, 414.8949238533768, 556.5397525487413, 54.12719885388846, 661.8791488285314, 85.98809826808566, 155.47903801611997, 378.3230041106726, 413.84651438313114, 487.1012540932887, 740.1964480580042, 106.99094830907406, 247.60216371249834, 526.9363506411709, 703.9183126066805, 178.03047019435982, 265.0195981258851, 320.69199523022155, 436.4481975630816, 513.0542127096132]","[452.0836066319364, 855.9304660850822, 1139.2613398737253, 1395.1674778458803, 1870.6918825084567, 2397.1523195305826, 367.5010363546647, 2743.6001026897075, 431.6587448133015, 665.7592002560377, 1533.6268377961158, 1671.0548194139687, 2030.1366204910757, 3012.5284689168693, 490.7624525844388, 998.1614200817272, 2208.875686815089, 2896.0995868131517, 782.3489194095761, 1099.637109134227, 1296.3937151265889, 1766.3349328438642, 2176.19068320114]",0.9906090122160116,0.9839923088886224,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70793390308016, 205.6046285071114, 279.15896282552495, 333.96242844237474, 414.8693936840763, 556.5006311010603, 54.13369893959559, 661.8356374684878, 85.99822453548188, 155.48115445492627, 378.29510565005836, 413.8105967753008, 487.07180343958066, 740.1225181885192, 106.99873219910154, 247.5872292492429, 526.853718357406, 703.7721394565863, 178.05086017576033, 265.0058239884726, 320.6685045678019, 436.38481471280176, 512.9409465534908]","[452.03059630010785, 855.8228629159331, 1139.1174991723567, 1394.9917633148655, 1870.5196337066411, 2396.947645693517, 367.5071758795269, 2743.5638965841235, 431.6561656063379, 665.7086787116111, 1533.5168262647985, 1670.9373707811117, 2030.033113247943, 3012.381837718904, 490.7450962848067, 998.0380916773163, 2208.6082398692133, 2895.7184100787877, 782.2931416817516, 1099.509478556156, 1296.2383046219588, 1766.1419182675932, 2175.973707776636]",0.9905955385939366,0.9839754095978179,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71048015589226, 205.60295705555293, 279.15272899846605, 333.94689408620945, 414.8442094033764, 556.4629208312132, 54.14009937916462, 661.7845816985152, 86.00838169445596, 155.48324593435316, 378.2663215672079, 413.77352282551686, 487.04130016601204, 740.046362872739, 107.00747923502959, 247.5729765506292, 526.7721282906491, 703.6267384612906, 178.07159841494195, 264.9938608072798, 320.6474039318478, 436.3260191093861, 512.8344481122875]","[451.980755654215, 855.7209670147042, 1138.9803899271487, 1394.8218476768823, 1870.3490931109784, 2396.7457013233243, 367.5128839623742, 2743.4963098139942, 431.6537977885187, 665.6582971546591, 1533.4062494674665, 1670.8191621409, 2029.928682824761, 3012.2333699129217, 490.7313564666956, 997.9174360097119, 2208.3439955806257, 2895.3408800708767, 782.2382347082392, 1099.3843614553684, 1296.085618308425, 1765.9542893853784, 2175.7654033385993]",0.9905821971275431,0.9839583319114996,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71198824819933, 205.60156924795103, 279.14684325122283, 333.93110203276024, 414.81888529357144, 556.4245592782261, 54.14649369169389, 661.7380917448343, 86.01854789390495, 155.48523861795593, 378.23681201435795, 413.73589297299225, 487.01002683032203, 739.9690135147109, 107.01725278991026, 247.55897961674643, 526.6910089085289, 703.4822681885677, 178.09292339092494, 264.98278532307637, 320.6268079292056, 436.26661111931804, 512.725230108982]","[451.9377298000127, 855.622103928525, 1138.8467019438817, 1394.6558562037917, 1870.1789762464196, 2396.5447706300138, 367.5185934098699, 2743.4387223181784, 431.65156461205777, 665.6078701436519, 1533.295400140232, 1670.70065293929, 2029.824627330992, 3012.0859833531617, 490.72118035901116, 997.7982043802738, 2208.0806021125404, 2894.964958591461, 782.1877859043208, 1099.2654592723786, 1295.9403475004076, 1765.7751847464592, 2175.5653903043208]",0.9905688908258165,0.9839412298589046,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.7125640478092, 205.5997182046531, 279.1404536943666, 333.9143248648464, 414.79164750990066, 556.3831758105229, 54.15289799631282, 661.6960549211673, 86.02873535167654, 155.48714468918152, 378.20682884551434, 413.69740019315446, 486.9779170434816, 739.8907035666878, 107.02761945682595, 247.54452541889626, 526.6100438554869, 703.3379306734364, 178.11327658601152, 264.97014109706294, 320.6048397524129, 436.2058849920767, 512.6154257909835]","[451.90129830090217, 855.5241281131324, 1138.71384028043, 1394.4916488653764, 1870.0106726602612, 2396.3442450981915, 367.52429735529716, 2743.392271425486, 431.64944866493636, 665.5574610943236, 1533.1843702511117, 1670.5819899881362, 2029.7200796343623, 3011.9384182333465, 490.7128131902576, 997.6779370566486, 2207.816897738624, 2894.5892342314837, 782.1356715103943, 1099.1442746637463, 1295.7928356947914, 1765.593726741147, 2175.363924603194]",0.990555510061199,0.983923966411774,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71238304931852, 205.5970958846752, 279.1331563134162, 333.89616726916694, 414.7624466236356, 556.3398700765279, 54.159294888771655, 661.6496138590916, 86.03899256430107, 155.48903736219467, 378.17601204979104, 413.6583127061833, 486.9451259665556, 739.8110861819357, 107.03711147430877, 247.52931309853625, 526.5287581906609, 703.1942601807652, 178.1325251875348, 264.9556256206605, 320.5804354824231, 436.1422039360711, 512.5022059456757]","[451.8690581720741, 855.4258411004954, 1138.5808800463394, 1394.3276696668179, 1869.8445601102235, 2396.1468393467007, 367.529904678277, 2743.3271871857464, 431.6474968197011, 665.5070766232918, 1533.0720961386562, 1670.4624959356486, 2029.6143101651787, 3011.789533142912, 490.70168703381717, 997.5556954280853, 2207.5549942153216, 2894.21616141656, 782.0806273649141, 1099.018718334216, 1295.6398711851773, 1765.4046367801789, 2175.1527130788]",0.990542054515172,0.9839063527042033,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71189326916509, 205.59508651372727, 279.12652110658365, 333.87911687328204, 414.7353835350202, 556.2993296541391, 54.16573891290949, 661.6107659445414, 86.04925996557358, 155.49089025272755, 378.14482824153043, 413.6187062769186, 486.9116897323709, 739.7306955352634, 107.04627831895364, 247.51432381049477, 526.4483241164032, 703.0522971201174, 178.1516605178321, 264.94086886300687, 320.55553374222296, 436.0771287101471, 512.3860226703056]","[451.8392715644104, 855.3282919702455, 1138.4476482462405, 1394.164522840844, 1869.6814284128902, 2395.955713743204, 367.53574507767075, 2743.2840710755763, 431.6456762279063, 665.4568890716754, 1532.9601565461605, 1670.3429674121023, 2029.5092097493352, 3011.6403877909656, 490.6900043543614, 997.4348545503102, 2207.296107398486, 2893.847032198441, 782.0267464309685, 1098.8941321911066, 1295.4877792553366, 1765.2159421671447, 2174.940046775341]",0.9905288032958988,0.9838888618854018,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71110222387249, 205.59172766411928, 279.11899420528897, 333.8613572476959, 414.70870280115577, 556.25873501388, 54.17208366502331, 661.5665917044976, 86.05958236115002, 155.49276378667133, 378.1134793947027, 413.5788688719628, 486.8778150949211, 739.6499610174473, 107.05708205172415, 247.5004031647315, 526.3695676433409, 702.9117333671702, 178.1713387615194, 264.92648360052857, 320.53245504879914, 436.0149895181598, 512.2743714804208]","[451.81013276318157, 855.2276118007936, 1138.3111446430562, 1393.998602931042, 1869.5176398559806, 2395.762961043626, 367.54130452068824, 2743.221298258734, 431.6442115864172, 665.4067278608381, 1532.8485067549348, 1670.2237612509907, 2029.4044473358153, 3011.4937590194822, 490.68423011610656, 997.3182129039557, 2207.0413767361165, 2893.483583838844, 781.9753749786713, 1098.7740263844355, 1295.341236637473, 1765.035107271117, 2174.738292968267]",0.9905156399253415,0.9838714417132904,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.71019339476761, 205.58718724593135, 279.1100837172213, 333.8423354539616, 414.6801239314653, 556.2151467510026, 54.17839337004593, 661.5285116315124, 86.06989753798386, 155.49458038968126, 378.08144349497616, 413.53835698619895, 486.84350209954044, 739.5690085328338, 107.0675408059457, 247.48665598237932, 526.2908325891361, 702.7715081689009, 178.19098603974606, 264.91124896963305, 320.50982155916574, 435.9538075595082, 512.1644130413246]","[451.7812302908121, 855.1243564598262, 1138.1721515476943, 1393.8295967400895, 1869.3474108895061, 2395.5609931388854, 367.54679466441456, 2743.1757885848224, 431.6426108972669, 665.3565584582058, 1532.7363835560232, 1670.1043202056885, 2029.299629643917, 3011.349266967774, 490.67738664107185, 997.2025805785062, 2206.7864270931245, 2893.1200026501124, 781.9243288264336, 1098.6544143954993, 1295.1952645233214, 1764.8559677807896, 2174.539186577147]",0.9905022716628881,0.9838541354643184,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70949520924474, 205.58374325273562, 279.1022314703621, 333.8244917025736, 414.6524377736118, 556.1731869526499, 54.184669736145196, 661.4883004963843, 86.08025995666767, 155.49644568556332, 378.04939190201304, 413.4976523771286, 486.80909031543933, 739.4885373775625, 107.0764799032381, 247.47174965529106, 526.2109884931856, 702.630673609662, 178.21012703969308, 264.89523921896324, 320.48607354175107, 435.8906559346763, 512.0513054826813]","[451.75269031692574, 855.0248837985516, 1138.0381054804684, 1393.6669517506332, 1869.1856296546575, 2395.3651224079913, 367.5521943697035, 2743.1205865056036, 431.6412873865813, 665.3065246452994, 1532.6243542215361, 1669.984192010838, 2029.1946523169072, 3011.205292564392, 490.6658641437351, 997.0837037485971, 2206.5292075086804, 2892.754670571387, 781.871462850961, 1098.5323367099688, 1295.0470050519705, 1764.6727510387657, 2174.334500509018]",0.9904888000184374,0.983836652549983,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70900366183955, 205.5813248917501, 279.09595895769195, 333.80861338728613, 414.62768162557387, 556.1352526791292, 54.190948789114195, 661.451565035723, 86.09069257036745, 155.4982949822711, 378.0170653007074, 413.45665461844294, 486.77435564614285, 739.4077132031928, 107.08449399648929, 247.45682890740747, 526.1315624266666, 702.4906454255635, 178.2291129958635, 264.8789721622131, 320.4624881994596, 435.82861226758286, 511.94051973726505]","[451.7242935033952, 854.9265392398282, 1137.9048103144466, 1393.505363775651, 1869.028875075266, 2395.1783730537295, 367.55757189654105, 2743.0740139277996, 431.64013717923314, 665.2564602331157, 1532.511929576391, 1669.8642336790563, 2029.088890730453, 3011.0607961107253, 490.6514238170147, 996.9654150159047, 2206.2738091542096, 2892.39149676466, 781.8185129872905, 1098.410002801068, 1294.8984881685287, 1764.4905139672044, 2174.132164148289]",0.9904755533729971,0.9838192314346906,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70838791482656, 205.5781802876485, 279.0891074626192, 333.7926554522907, 414.60301828616116, 556.0971689362118, 54.19720856405636, 661.4139621184048, 86.10103799841451, 155.50017022544756, 377.9845748884955, 413.415670643453, 486.73942179582116, 739.326778401223, 107.09292660479004, 247.44283648795198, 526.05375235146, 702.3529424221354, 178.24759439248464, 264.8627792573109, 320.43951943189376, 435.76815544682967, 511.83341015798186]","[451.6952723370671, 854.8238123971284, 1137.7661305507288, 1393.3373886581555, 1868.8663925071028, 2394.987684861088, 367.5629005071267, 2743.0237968826295, 431.6389521202818, 665.2068177528814, 1532.3999305802824, 1669.7447696789504, 2028.9830534944533, 3010.9152184713366, 490.63824978412316, 996.8511341458855, 2206.0235268611555, 2892.0360990098957, 781.7631470318714, 1098.2849972274987, 1294.7467585635632, 1764.3046196705577, 2173.9260718913797]",0.9904624728124489,0.9838019131670814,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.7078498259324, 205.57553356516604, 279.0824237826895, 333.77655634631526, 414.57748172807163, 556.0595375932312, 54.20346218513806, 661.3781342467628, 86.11131953719439, 155.50206217828833, 377.95238588046857, 413.3747950957985, 486.70463291339104, 739.246744586044, 107.10181406629216, 247.4289467562309, 525.976807471222, 702.2165984928931, 178.26643195959642, 264.84758508430133, 320.4182083739389, 435.71064877443644, 511.7306426599188]","[451.66583601232037, 854.721899532918, 1137.627345851451, 1393.1687147704092, 1868.6990353265437, 2394.791995266354, 367.5681886115372, 2742.977134119773, 431.63770076824875, 665.1573601654467, 1532.288404585719, 1669.625619948691, 2028.8782687547478, 3010.7716959005834, 490.62668221554014, 996.7380932560534, 2205.7756057229935, 2891.6845668004275, 781.7091663711324, 1098.1625001561463, 1294.5977618040142, 1764.122160609269, 2173.7234886076926]",0.9904493766015227,0.9837847924877182,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70739719731898, 205.5736674297174, 279.0769245423634, 333.7617422960473, 414.55357152802907, 556.0235698826083, 54.209691887005334, 661.3436898267041, 86.12134751515788, 155.50387245562413, 377.9195932345148, 413.33318829568776, 486.66944660446427, 739.1669495303937, 107.10943369852932, 247.41425409506627, 525.8990163365663, 702.0793637987988, 178.28642967625524, 264.834127548323, 320.3989001850181, 435.6557711433527, 511.6305621347332]","[451.6368991490498, 854.6236479956477, 1137.4935444153325, 1393.0061716592552, 1868.5378205647053, 2394.601188571214, 367.57346556004285, 2742.933180014676, 431.6358478844643, 665.1078882445972, 1532.1764890927375, 1669.50586076957, 2028.7730809784532, 3010.6270922524454, 490.61140899043534, 996.6228597005309, 2205.525801651901, 2891.3304797776937, 781.6610040887593, 1098.0484315531762, 1294.4585433055372, 1763.952308131814, 2173.5361479281187]",0.9904362237252579,0.983767687779049,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70701166397463, 205.57187769170136, 279.07092576750046, 333.74579675984364, 414.52656192498387, 555.9843053868035, 54.21588367459445, 661.3091226195743, 86.13097808867848, 155.5057585317427, 377.88668493661174, 413.2917929590764, 486.6340087428818, 739.0873377144559, 107.11626514829723, 247.39931874104562, 525.8212280401802, 701.9427934090611, 178.30608423167374, 264.8200120155787, 320.3786605705386, 435.5999843698122, 511.53019357588875]","[451.6080916163364, 854.528040635921, 1137.3633659317168, 1392.8464457867772, 1868.3754899580865, 2394.405498569822, 367.57860738096235, 2742.8880279615164, 431.6331387894928, 665.0585364171735, 1532.0650855193808, 1669.3868935254927, 2028.667832823372, 3010.48404369843, 490.59382139178064, 996.5069803727209, 2205.2765852804487, 2890.977345553303, 781.6109598608992, 1097.931445516646, 1294.3163408466758, 1763.779068156749, 2173.3456597878635]",0.9904228036588114,0.9837506135983236,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.7066239596429, 205.56986574246136, 279.06488087209226, 333.72986067537704, 414.49967194412875, 555.9445578443942, 54.222071785270956, 661.2761325650579, 86.14065505293641, 155.5078435523423, 377.85428150221827, 413.25064601764376, 486.59890833196243, 739.0095887993178, 107.12401429151535, 247.38522448419184, 525.7450209140408, 701.8077689076622, 178.32447215072244, 264.80336813897384, 320.35493278343193, 435.5382093992527, 511.42057729024134]","[451.57896499530057, 854.431932850932, 1137.2331043275296, 1392.6866956058564, 1868.2132031366377, 2394.2096070248426, 367.583760213381, 2742.845096335143, 431.6307198089085, 665.0099082150399, 1531.9548065277995, 1669.2687770089212, 2028.5640599094331, 3010.3434689787987, 490.5794968151815, 996.3945837840944, 2205.031218740398, 2890.6300085261346, 781.5581510680076, 1097.8095691224305, 1294.167840392566, 1763.5954644909561, 2173.139396801043]",0.9904093225241173,0.9837336313078254,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
